Time,keypoints,bboxes,bbox_labels,num_push_ups,frame_count,expected_pose,elbow_angle,shoulder_keypoint,elbow_keypoint,wrist_keypoint,filename
15:44:30,"[[[0.21597855 0.43211824]
  [0.20380232 0.3936587 ]
  [0.20377377 0.40296772]
  [0.23766473 0.3251362 ]
  [0.23628405 0.33332908]
  [0.34381747 0.23699023]
  [0.343316   0.36024246]
  [0.40159017 0.45036945]
  [0.42566815 0.52938354]
  [0.3528486  0.692614  ]
  [0.4265935  0.6907798 ]
  [0.6352681  0.3350875 ]
  [0.6275376  0.38208008]
  [0.8733022  0.48875389]
  [0.8684184  0.5237212 ]
  [0.9860329  0.5177162 ]
  [0.9889012  0.54325116]]]",[[0.20377377 0.23699023 0.9889012  0.692614  ]],['person'],2.0,79,down,134.4310590005186,"(440, 170)","(514, 324)","(451, 498)",push_ups.mp4
15:44:30,"[[[0.21906748 0.40172404]
  [0.20794563 0.36153668]
  [0.20893738 0.3706669 ]
  [0.24099089 0.29311123]
  [0.24122828 0.30164823]
  [0.34779048 0.2215878 ]
  [0.36043295 0.34158337]
  [0.3947731  0.46502295]
  [0.42525083 0.52398765]
  [0.35353872 0.69233704]
  [0.42485642 0.68771654]
  [0.64349496 0.30880696]
  [0.63823515 0.3623564 ]
  [0.8723076  0.48563367]
  [0.8835923  0.47690895]
  [0.98990154 0.53034407]
  [0.9902679  0.55198723]]]",[[0.20794563 0.2215878  0.9902679  0.69233704]],['person'],2.0,80,down,143.16604136748438,"(445, 159)","(505, 334)","(452, 498)",push_ups.mp4
15:44:30,"[[[0.2176406  0.3729957 ]
  [0.2056103  0.3345657 ]
  [0.20810834 0.34160906]
  [0.24475588 0.26762575]
  [0.24489965 0.2744309 ]
  [0.35163504 0.20337446]
  [0.36225238 0.32502532]
  [0.39325643 0.4578792 ]
  [0.43176213 0.5110159 ]
  [0.3586434  0.68889654]
  [0.4248699  0.68490005]
  [0.64841926 0.29438627]
  [0.6398434  0.37750474]
  [0.86365885 0.47233084]
  [0.8702468  0.5090467 ]
  [0.98785913 0.51917684]
  [0.98886204 0.5520305 ]]]",[[0.2056103  0.20337446 0.98886204 0.68889654]],['person'],2.0,81,down,149.0876099832767,"(450, 146)","(503, 329)","(459, 496)",push_ups.mp4
15:44:30,"[[[0.2229843  0.3456194 ]
  [0.20845538 0.31125072]
  [0.20987496 0.31408772]
  [0.24754497 0.24140581]
  [0.24736285 0.2492654 ]
  [0.35791317 0.18486184]
  [0.3630646  0.30100068]
  [0.3942318  0.43740872]
  [0.43565217 0.5065753 ]
  [0.35881856 0.67439926]
  [0.42804617 0.6808076 ]
  [0.64718807 0.27006412]
  [0.63922906 0.34751898]
  [0.8578578  0.45687252]
  [0.85125595 0.49803925]
  [0.9784894  0.47556096]
  [0.9865789  0.54075   ]]]",[[0.20845538 0.18486184 0.9865789  0.6808076 ]],['person'],2.0,82,down,150.99696451531878,"(458, 133)","(504, 314)","(459, 485)",push_ups.mp4
15:44:30,"[[[0.22629231 0.3361915 ]
  [0.21123731 0.29543754]
  [0.2139945  0.29817334]
  [0.25146696 0.22691226]
  [0.2526187  0.23225568]
  [0.36188504 0.17158563]
  [0.37178406 0.2920797 ]
  [0.39352942 0.43863815]
  [0.42910334 0.49675086]
  [0.35904095 0.6796446 ]
  [0.42332622 0.68301886]
  [0.65401745 0.2644823 ]
  [0.63850904 0.33507594]
  [0.8747753  0.44760713]
  [0.8661567  0.49687234]
  [0.97351664 0.47174078]
  [0.9874392  0.53733134]]]",[[0.21123731 0.17158563 0.9874392  0.68301886]],['person'],2.0,83,down,154.04061451895538,"(463, 123)","(503, 315)","(459, 489)",push_ups.mp4
15:44:30,"[[[0.23287192 0.3320074 ]
  [0.21619341 0.2933908 ]
  [0.22162324 0.2984624 ]
  [0.2514643  0.22155415]
  [0.25292397 0.22642131]
  [0.3634159  0.16065703]
  [0.3697079  0.29369846]
  [0.39142525 0.42513886]
  [0.42804223 0.50054854]
  [0.35778072 0.67907727]
  [0.42267117 0.6824081 ]
  [0.6586013  0.2585644 ]
  [0.6391408  0.33334625]
  [0.8659291  0.44665784]
  [0.835243   0.49884304]
  [0.9733103  0.46248165]
  [0.9886158  0.53685176]]]",[[0.21619341 0.16065703 0.9886158  0.6824081 ]],['person'],2.0,84,down,155.73507033193616,"(465, 115)","(501, 306)","(457, 488)",push_ups.mp4
15:44:30,"[[[0.23248667 0.3227108 ]
  [0.217529   0.2849894 ]
  [0.22100353 0.2913462 ]
  [0.2554018  0.2113678 ]
  [0.25532836 0.21736231]
  [0.36474285 0.16148557]
  [0.37112916 0.29312825]
  [0.38764715 0.42515254]
  [0.42529944 0.49593535]
  [0.35716894 0.67968595]
  [0.42188555 0.68363386]
  [0.6613651  0.2575509 ]
  [0.6408344  0.33182183]
  [0.8657898  0.44567883]
  [0.82462543 0.49587116]
  [0.9756744  0.46279222]
  [0.99054974 0.5373798 ]]]",[[0.217529   0.16148557 0.99054974 0.68363386]],['person'],2.0,85,down,158.99677728856577,"(466, 116)","(496, 306)","(457, 489)",push_ups.mp4
15:44:30,"[[[0.23408031 0.32232368]
  [0.21810967 0.28506893]
  [0.2227585  0.29127684]
  [0.25415158 0.2116512 ]
  [0.25702134 0.21378109]
  [0.36216223 0.1593576 ]
  [0.3828215  0.2767164 ]
  [0.3841302  0.4254339 ]
  [0.42432585 0.48397952]
  [0.35680732 0.6796618 ]
  [0.42091694 0.68398345]
  [0.6633986  0.25806835]
  [0.6419845  0.32027283]
  [0.86182475 0.44660407]
  [0.82523566 0.4957401 ]
  [0.9751974  0.4636984 ]
  [0.99010175 0.53786594]]]",[[0.21810967 0.1593576  0.99010175 0.68398345]],['person'],2.0,86,down,160.87540192633776,"(463, 114)","(491, 306)","(456, 489)",push_ups.mp4
15:44:30,"[[[0.23800106 0.32355994]
  [0.21939944 0.28376117]
  [0.22479147 0.2896485 ]
  [0.25740206 0.20804405]
  [0.25925836 0.21207033]
  [0.3679444  0.155996  ]
  [0.38378882 0.27741066]
  [0.3830755  0.42765456]
  [0.4219855  0.48404923]
  [0.3560967  0.68342406]
  [0.42093724 0.6848987 ]
  [0.6644546  0.26272273]
  [0.6417211  0.33413064]
  [0.8643205  0.4457044 ]
  [0.8266608  0.49717665]
  [0.9748384  0.46414024]
  [0.99037623 0.5377281 ]]]",[[0.21939944 0.155996   0.99037623 0.6848987 ]],['person'],2.0,87,down,163.43086339178,"(470, 112)","(490, 307)","(455, 492)",push_ups.mp4
15:44:31,"[[[0.23485506 0.32076856]
  [0.21841979 0.28363717]
  [0.2235162  0.28962418]
  [0.25719088 0.20766704]
  [0.25825095 0.21218619]
  [0.37205857 0.15429197]
  [0.38173807 0.27807552]
  [0.38398725 0.42721567]
  [0.42060158 0.48342162]
  [0.35602146 0.68213993]
  [0.42101005 0.6847647 ]
  [0.66281    0.2619274 ]
  [0.6407479  0.33542347]
  [0.8607636  0.44369936]
  [0.8251113  0.4996806 ]
  [0.97467995 0.46485636]
  [0.9884875  0.53815895]]]",[[0.21841979 0.15429197 0.9884875  0.6847647 ]],['person'],2.0,88,down,164.55344703257649,"(476, 111)","(491, 307)","(455, 491)",push_ups.mp4
15:44:31,"[[[0.23764063 0.32419956]
  [0.2203363  0.28690213]
  [0.22418588 0.29057166]
  [0.25713792 0.20828371]
  [0.25880924 0.21252665]
  [0.373482   0.1561679 ]
  [0.38302207 0.27811018]
  [0.38492826 0.42815295]
  [0.4219047  0.48420274]
  [0.35643008 0.6808972 ]
  [0.4201346  0.68376184]
  [0.6707233  0.28730592]
  [0.6424981  0.3378282 ]
  [0.8716975  0.44572005]
  [0.8270105  0.5023087 ]
  [0.97511977 0.4660635 ]
  [0.98769474 0.53852147]]]",[[0.2203363  0.1561679  0.98769474 0.68376184]],['person'],2.0,89,down,164.72558329177338,"(478, 112)","(492, 308)","(456, 490)",push_ups.mp4
15:44:31,"[[[0.23711523 0.32652217]
  [0.2200733  0.28980324]
  [0.22383262 0.2939204 ]
  [0.25619245 0.21166392]
  [0.2582981  0.21529658]
  [0.36778116 0.15552671]
  [0.38220826 0.29229948]
  [0.38627005 0.4277396 ]
  [0.42573062 0.48658067]
  [0.35714814 0.6795621 ]
  [0.42209592 0.6823717 ]
  [0.6601881  0.2746411 ]
  [0.6393415  0.34876502]
  [0.857492   0.44439024]
  [0.820214   0.5023167 ]
  [0.97741896 0.47361887]
  [0.98796594 0.5393257 ]]]",[[0.2200733  0.15552671 0.98796594 0.6823717 ]],['person'],2.0,90,down,161.5275035050568,"(470, 111)","(494, 307)","(457, 489)",push_ups.mp4
15:44:31,"[[[0.23386025 0.32519418]
  [0.21883716 0.29171187]
  [0.22210266 0.2953295 ]
  [0.25670436 0.21271788]
  [0.2561604  0.21927525]
  [0.36459702 0.15797673]
  [0.36992216 0.2916415 ]
  [0.38928744 0.42915148]
  [0.42885447 0.49178943]
  [0.35877618 0.67958134]
  [0.42396528 0.68236727]
  [0.65535456 0.2767552 ]
  [0.63352764 0.3484706 ]
  [0.85716784 0.45243236]
  [0.8177518  0.5020796 ]
  [0.97556305 0.47386068]
  [0.98556966 0.5336507 ]]]",[[0.21883716 0.15797673 0.98556966 0.68236727]],['person'],2.0,91,down,158.52108288011397,"(466, 113)","(498, 308)","(459, 489)",push_ups.mp4
15:44:31,"[[[0.23380788 0.33300412]
  [0.21878664 0.29749832]
  [0.22169614 0.30045265]
  [0.25349954 0.22236122]
  [0.25292987 0.22626363]
  [0.3615922  0.17936444]
  [0.36524734 0.28985447]
  [0.3921575  0.43956873]
  [0.42827863 0.4935315 ]
  [0.35897952 0.680524  ]
  [0.42541373 0.68203676]
  [0.6499243  0.28208965]
  [0.6335698  0.35009518]
  [0.8597136  0.45648986]
  [0.84637386 0.49979573]
  [0.9769156  0.4765675 ]
  [0.98642576 0.54476315]]]",[[0.21878664 0.17936444 0.98642576 0.68203676]],['person'],2.0,92,down,154.57352494386384,"(462, 129)","(501, 316)","(459, 489)",push_ups.mp4
15:44:31,"[[[0.22746742 0.34177294]
  [0.21154836 0.3041959 ]
  [0.21462795 0.3077958 ]
  [0.24915099 0.2289792 ]
  [0.25287095 0.23597203]
  [0.35917193 0.18083642]
  [0.37074065 0.3036107 ]
  [0.39235908 0.44523057]
  [0.43225542 0.50373274]
  [0.3584675  0.6829393 ]
  [0.42695287 0.6846667 ]
  [0.6504444  0.29835638]
  [0.6342105  0.3528333 ]
  [0.85778564 0.46048754]
  [0.8453938  0.49567923]
  [0.9779628  0.48044825]
  [0.9888899  0.54514205]]]",[[0.21154836 0.18083642 0.9888899  0.6846667 ]],['person'],2.0,93,down,152.8181280000366,"(459, 130)","(502, 320)","(458, 491)",push_ups.mp4
15:44:31,"[[[0.22590075 0.3554466 ]
  [0.20872042 0.32235253]
  [0.21209945 0.32254112]
  [0.2453838  0.2484293 ]
  [0.24860522 0.25094274]
  [0.3576813  0.19571348]
  [0.3733733  0.27141413]
  [0.37928155 0.45839676]
  [0.42252687 0.48862386]
  [0.35610348 0.69038516]
  [0.42521414 0.6866352 ]
  [0.64763266 0.3037662 ]
  [0.6405551  0.32898417]
  [0.8609847  0.47494984]
  [0.85879713 0.47383204]
  [0.9788989  0.48047462]
  [0.98983604 0.5388647 ]]]",[[0.20872042 0.19571348 0.98983604 0.69038516]],['person'],2.0,94,down,161.43271832304654,"(457, 140)","(485, 330)","(455, 497)",push_ups.mp4
15:44:31,"[[[0.2163417  0.3822587 ]
  [0.20432314 0.34410423]
  [0.20514332 0.348578  ]
  [0.23774762 0.27028224]
  [0.23730254 0.2788205 ]
  [0.349301   0.21092412]
  [0.36441365 0.30861825]
  [0.38130212 0.45989478]
  [0.4276197  0.5167296 ]
  [0.35815427 0.69099087]
  [0.42735344 0.6866159 ]
  [0.6422798  0.31615967]
  [0.63008976 0.35840994]
  [0.8664616  0.4801176 ]
  [0.85285896 0.4750146 ]
  [0.976345   0.47923684]
  [0.9911796  0.5495456 ]]]",[[0.20432314 0.21092412 0.9911796  0.69099087]],['person'],2.0,95,down,156.9241335110113,"(447, 151)","(488, 331)","(458, 497)",push_ups.mp4
15:44:31,"[[[0.21541852 0.4060802 ]
  [0.19956596 0.3725966 ]
  [0.200725   0.37571487]
  [0.23344196 0.30318835]
  [0.2338225  0.30732828]
  [0.34622794 0.2381818 ]
  [0.3689668  0.2990402 ]
  [0.3800347  0.48708943]
  [0.4059648  0.5069835 ]
  [0.35175622 0.699352  ]
  [0.42563787 0.68992466]
  [0.6345959  0.3416525 ]
  [0.6320367  0.3718102 ]
  [0.87043774 0.4871581 ]
  [0.8534     0.4958588 ]
  [0.97766036 0.49098665]
  [0.9748075  0.4919448 ]]]",[[0.19956596 0.2381818  0.97766036 0.699352  ]],['person'],2.0,96,down,153.2516412095398,"(443, 171)","(486, 350)","(450, 503)",push_ups.mp4
15:44:31,"[[[0.2097397  0.4455892 ]
  [0.1966127  0.4121949 ]
  [0.19914341 0.41504967]
  [0.23522729 0.33751488]
  [0.23407818 0.34302515]
  [0.34785885 0.27546197]
  [0.36605507 0.31998748]
  [0.3839559  0.5029014 ]
  [0.3963532  0.5194265 ]
  [0.35075158 0.70536274]
  [0.422115   0.69070846]
  [0.63155776 0.3596846 ]
  [0.62570566 0.3910235 ]
  [0.8674112  0.49215013]
  [0.8524012  0.5125805 ]
  [0.9859336  0.5143709 ]
  [0.98727393 0.5382992 ]]]",[[0.1966127  0.27546197 0.98727393 0.70536274]],['person'],2.0,97,down,147.81402532528796,"(445, 198)","(491, 362)","(448, 507)",push_ups.mp4
15:44:31,"[[[0.2015119  0.45674756]
  [0.19127789 0.42729503]
  [0.19479872 0.42989317]
  [0.22163382 0.37356767]
  [0.220176   0.37577754]
  [0.33676967 0.30906042]
  [0.34644896 0.3132958 ]
  [0.3752311  0.48218918]
  [0.38142484 0.50452787]
  [0.35323593 0.7002275 ]
  [0.40971246 0.67919487]
  [0.6253183  0.3758838 ]
  [0.6223012  0.38615948]
  [0.8770738  0.5031582 ]
  [0.8541699  0.51859087]
  [0.97813535 0.51210976]
  [0.98587406 0.55300164]]]",[[0.19127789 0.30906042 0.98587406 0.7002275 ]],['person'],2.0,98,down,148.48278025896883,"(431, 222)","(480, 347)","(452, 504)",push_ups.mp4
15:44:31,"[[[0.199455   0.5102532 ]
  [0.1897293  0.47530663]
  [0.19318163 0.48137012]
  [0.22044069 0.41588736]
  [0.22120345 0.4220787 ]
  [0.3367989  0.33517125]
  [0.33280072 0.3425395 ]
  [0.37257314 0.45802236]
  [0.37141374 0.51795083]
  [0.35640174 0.6883442 ]
  [0.36519888 0.686054  ]
  [0.63351107 0.4116    ]
  [0.62579906 0.42171508]
  [0.87520605 0.5192217 ]
  [0.8687223  0.504278  ]
  [0.97670144 0.51333606]
  [0.97742796 0.5258471 ]]]",[[0.1897293  0.33517125 0.97742796 0.6883442 ]],['person'],2.0,99,down,148.48278025896883,"(431, 241)",,"(456, 495)",push_ups.mp4
15:44:31,"[[[0.20308858 0.55187345]
  [0.19247381 0.51860917]
  [0.20039293 0.5185917 ]
  [0.21893397 0.46546775]
  [0.22047195 0.46807855]
  [0.2964837  0.40472913]
  [0.2936559  0.4438886 ]
  [0.3526026  0.3508116 ]
  [0.36353707 0.51896936]
  [0.35077712 0.69640654]
  [0.36173823 0.68826485]
  [0.6366572  0.4374595 ]
  [0.62773025 0.4410298 ]
  [0.87181664 0.5326215 ]
  [0.86543506 0.5360532 ]
  [0.976415   0.5373773 ]
  [0.97742724 0.5511289 ]]]",[[0.19247381 0.3508116  0.97742724 0.69640654]],['person'],2.5,100,up,60.86679417777158,"(379, 291)","(451, 252)","(448, 501)",push_ups.mp4
15:44:31,"[[[ 0.19320963  0.5792435 ]
  [ 0.18034151  0.54465264]
  [ 0.19123533  0.5396642 ]
  [ 0.20003657  0.49684978]
  [ 0.21016902  0.4946588 ]
  [ 0.25769457  0.46242583]
  [ 0.28242347  0.47420338]
  [ 0.34118327  0.35093814]
  [ 0.3769581   0.55534023]
  [ 0.21757023  0.62552047]
  [ 0.3561812   0.6960833 ]
  [ 0.62504333  0.45671323]
  [ 0.6211306   0.4698467 ]
  [ 0.9194496   0.5144149 ]
  [ 0.86544013  0.6005222 ]
  [ 0.97134566  0.5293881 ]
  [-1.         -1.        ]]]",[[0.18034151 0.35093814 0.97134566 0.6960833 ]],['person'],2.5,101,up,60.86679417777158,"(329, 332)","(436, 252)",,push_ups.mp4
15:44:31,"[[[ 0.18151963  0.60675657]
  [ 0.1738422   0.5660565 ]
  [ 0.17674091  0.56378037]
  [ 0.19553828  0.5204598 ]
  [ 0.19943884  0.5150985 ]
  [ 0.27664748  0.45624912]
  [ 0.2742112   0.46967667]
  [ 0.3440404   0.36139455]
  [ 0.35860607  0.5198404 ]
  [ 0.3470482   0.7026361 ]
  [ 0.3548744   0.6876133 ]
  [ 0.6173287   0.4788419 ]
  [ 0.61386937  0.49614444]
  [ 0.8973541   0.56405985]
  [ 0.8701788   0.626689  ]
  [ 0.9697038   0.52958304]
  [-1.         -1.        ]]]",[[0.1738422  0.36139455 0.9697038  0.7026361 ]],['person'],2.5,102,up,52.60201808665852,"(354, 328)","(440, 260)","(444, 505)",push_ups.mp4
15:44:31,"[[[0.17926572 0.640036  ]
  [0.17391032 0.5970982 ]
  [0.17320438 0.59990144]
  [0.191524   0.53736925]
  [0.19164717 0.5404454 ]
  [0.25104964 0.4910217 ]
  [0.26219195 0.5044048 ]
  [0.3444376  0.36542058]
  [0.35176015 0.53517294]
  [0.34838462 0.7070571 ]
  [0.3491218  0.7019174 ]
  [0.6044376  0.49349844]
  [0.60302556 0.51963085]
  [0.8991669  0.5684338 ]
  [0.87149715 0.58668315]
  [0.96486884 0.5396436 ]
  [0.96266675 0.5324804 ]]]",[[0.17320438 0.36542058 0.96486884 0.7070571 ]],['person'],2.5,103,up,54.06407965438911,"(321, 353)","(440, 263)","(445, 509)",push_ups.mp4
15:44:32,"[[[0.1766444  0.64038664]
  [0.17424762 0.60699135]
  [0.17272405 0.6083311 ]
  [0.18698005 0.5463485 ]
  [0.1908927  0.54832363]
  [0.248426   0.50578475]
  [0.2611642  0.48714164]
  [0.34378085 0.36713582]
  [0.3480038  0.51809645]
  [0.3474365  0.70331657]
  [0.34853688 0.6876647 ]
  [0.60226727 0.5121256 ]
  [0.60186565 0.5140767 ]
  [0.9070969  0.595513  ]
  [0.8659236  0.56735146]
  [0.9688445  0.5388515 ]
  [0.9628637  0.5304643 ]]]",[[0.17272405 0.36713582 0.9688445  0.70331657]],['person'],2.5,104,up,51.83556019281912,"(317, 364)","(440, 264)","(444, 506)",push_ups.mp4
15:44:32,"[[[0.18504693 0.6743169 ]
  [0.177807   0.6417373 ]
  [0.17338516 0.64465034]
  [0.19470833 0.5700407 ]
  [0.19223635 0.5730754 ]
  [0.24587603 0.5261503 ]
  [0.26289904 0.503423  ]
  [0.34329593 0.37710243]
  [0.34227785 0.38441554]
  [0.34847486 0.6976532 ]
  [0.3551381  0.67858684]
  [0.60063505 0.527564  ]
  [0.59984815 0.5267933 ]
  [0.9118958  0.55644995]
  [0.86398685 0.58904874]
  [0.9683945  0.54443145]
  [0.96455073 0.54700047]]]",[[0.17338516 0.37710243 0.9683945  0.6976532 ]],['person'],2.5,105,up,51.17217907458575,"(314, 378)","(439, 271)","(446, 502)",push_ups.mp4
15:44:32,"[[[0.18661328 0.6847352 ]
  [0.17950635 0.6536277 ]
  [0.1748638  0.65957165]
  [0.20154533 0.5772215 ]
  [0.19819151 0.5854382 ]
  [0.250844   0.536393  ]
  [0.26470795 0.5110265 ]
  [0.34366933 0.37846667]
  [0.34187207 0.38661158]
  [0.35058576 0.6916243 ]
  [0.35363007 0.6762557 ]
  [0.6017928  0.5227563 ]
  [0.5997958  0.5202672 ]
  [0.8941938  0.5861354 ]
  [0.8502287  0.58077013]
  [0.96859515 0.5565442 ]
  [0.96345586 0.5491368 ]]]",[[0.1748638  0.37846667 0.96859515 0.6916243 ]],['person'],2.5,106,up,48.27837044227834,"(321, 386)","(439, 272)","(448, 497)",push_ups.mp4
15:44:32,"[[[0.18981999 0.69181126]
  [0.17749749 0.6590802 ]
  [0.17362696 0.67042917]
  [0.204833   0.58801764]
  [0.20357136 0.5916575 ]
  [0.25685433 0.55501086]
  [0.2677079  0.5265019 ]
  [0.34476575 0.3798898 ]
  [0.3426885  0.38602027]
  [0.35047325 0.6879327 ]
  [0.35403162 0.6649599 ]
  [0.59970665 0.51782936]
  [0.60104036 0.51528174]
  [0.89373255 0.58528125]
  [0.8494346  0.57926804]
  [0.9637827  0.5476841 ]
  [0.9627888  0.5572546 ]]]",[[0.17362696 0.3798898  0.9637827  0.69181126]],['person'],2.5,107,up,43.69258654954402,"(328, 399)","(441, 273)","(448, 495)",push_ups.mp4
15:44:32,"[[[0.18717565 0.69483995]
  [0.17693758 0.6666028 ]
  [0.17444994 0.6716643 ]
  [0.20211697 0.5898012 ]
  [0.20206608 0.59181416]
  [0.25364265 0.5579254 ]
  [0.26900056 0.5244939 ]
  [0.35055336 0.38117626]
  [0.3436296  0.38552472]
  [0.3513386  0.6866627 ]
  [0.3556006  0.67225987]
  [0.6027813  0.5326035 ]
  [0.60247153 0.51540256]
  [0.90822726 0.5708664 ]
  [0.8503608  0.5790556 ]
  [0.9653846  0.5558898 ]
  [0.96339506 0.5558261 ]]]",[[0.17444994 0.38117626 0.9653846  0.69483995]],['person'],2.5,108,up,44.57565606080422,"(324, 401)","(448, 274)","(449, 494)",push_ups.mp4
15:44:32,"[[[ 0.18974975  0.6917027 ]
  [ 0.17726594  0.6647428 ]
  [ 0.17434967  0.6695717 ]
  [ 0.20119968  0.58977   ]
  [ 0.1960396   0.59260076]
  [ 0.26456058  0.55259883]
  [ 0.28146598  0.53618467]
  [ 0.3507336   0.3802482 ]
  [ 0.34849024  0.38420674]
  [ 0.35159925  0.6874778 ]
  [ 0.3556715   0.6719589 ]
  [ 0.60531074  0.53187394]
  [ 0.60568434  0.52215147]
  [ 0.90619487  0.59554946]
  [ 0.85094494  0.5699293 ]
  [ 0.96830696  0.55606776]
  [-1.         -1.        ]]]",[[0.17434967 0.3802482  0.96830696 0.6917027 ]],['person'],2.5,109,up,42.09462844235999,"(338, 397)","(448, 273)","(450, 494)",push_ups.mp4
15:44:32,"[[[0.19168667 0.6868198 ]
  [0.17925371 0.6564732 ]
  [0.17700343 0.6592598 ]
  [0.2029353  0.5868283 ]
  [0.20386508 0.588058  ]
  [0.26386327 0.55292785]
  [0.279542   0.5068743 ]
  [0.35180932 0.37996635]
  [0.34932166 0.38285586]
  [0.35054597 0.69336575]
  [0.3572244  0.66362464]
  [0.60655326 0.5317545 ]
  [0.60570467 0.51148105]
  [0.90761185 0.59426874]
  [0.8516709  0.57851666]
  [0.9698279  0.5567648 ]
  [0.9653808  0.54744256]]]",[[0.17700343 0.37996635 0.9698279  0.69336575]],['person'],2.5,110,up,41.60655239522062,"(337, 398)","(450, 273)","(448, 499)",push_ups.mp4
15:44:32,"[[[0.1864786  0.66543096]
  [0.17857765 0.63492143]
  [0.18605699 0.6293131 ]
  [0.20728222 0.5728339 ]
  [0.2101216  0.5718622 ]
  [0.26436743 0.5242781 ]
  [0.27418858 0.47541782]
  [0.35540938 0.37713137]
  [0.35222575 0.37931937]
  [0.3511022  0.6895514 ]
  [0.36125657 0.6517829 ]
  [0.611259   0.52241087]
  [0.60732216 0.49863005]
  [0.8975575  0.5717429 ]
  [0.86345565 0.566881  ]
  [0.9684739  0.5436476 ]
  [0.9658645  0.5455586 ]]]",[[0.17857765 0.37713137 0.9684739  0.6895514 ]],['person'],2.5,111,up,46.30611748022671,"(338, 377)","(454, 271)","(449, 496)",push_ups.mp4
15:44:32,"[[[0.17773318 0.64885795]
  [0.1737108  0.6108696 ]
  [0.17786983 0.61135966]
  [0.20499608 0.55511504]
  [0.20982067 0.55628026]
  [0.2631232  0.5154479 ]
  [0.2741115  0.4905054 ]
  [0.35768858 0.37658116]
  [0.3743284  0.48538816]
  [0.3534145  0.69099456]
  [0.3610019  0.6635895 ]
  [0.61470985 0.51089865]
  [0.6113889  0.5100886 ]
  [0.89751023 0.56745994]
  [0.8692829  0.5652303 ]
  [0.9679158  0.54212236]
  [0.9665665  0.54353   ]]]",[[0.1737108  0.37658116 0.9679158  0.69099456]],['person'],2.5,112,up,49.160698200877476,"(336, 371)","(457, 271)","(452, 497)",push_ups.mp4
15:44:32,"[[[ 0.19499075  0.60000616]
  [ 0.18526873  0.5746111 ]
  [ 0.18831359  0.5763649 ]
  [ 0.20772865  0.53005075]
  [ 0.21125077  0.53110975]
  [ 0.27888057  0.47470993]
  [ 0.28333804  0.47111598]
  [ 0.35811138  0.3765525 ]
  [ 0.35500607  0.49572405]
  [ 0.3519849   0.6932939 ]
  [ 0.35471553  0.6711824 ]
  [ 0.62014055  0.50296557]
  [ 0.6142494   0.50605774]
  [ 0.91709536  0.5409624 ]
  [ 0.8719422   0.5889821 ]
  [ 0.962407    0.5379892 ]
  [-1.         -1.        ]]]",[[0.18526873 0.3765525  0.962407   0.6932939 ]],['person'],2.5,113,up,53.529629915607096,"(356, 341)","(458, 271)","(450, 499)",push_ups.mp4
15:44:32,"[[[0.18877068 0.5893824 ]
  [0.1763538  0.5574937 ]
  [0.18005015 0.55739707]
  [0.20468307 0.5119572 ]
  [0.20800385 0.51441216]
  [0.29589823 0.4411868 ]
  [0.284057   0.4701409 ]
  [0.35598722 0.36711502]
  [0.36374977 0.53318   ]
  [0.3506698  0.69843316]
  [0.35581753 0.68981075]
  [0.624892   0.48438677]
  [0.6188048  0.49684638]
  [0.8946097  0.56627804]
  [0.8615987  0.6014184 ]
  [0.9654563  0.52859473]
  [0.96434855 0.53122765]]]",[[0.1763538  0.36711502 0.9654563  0.69843316]],['person'],2.5,114,up,53.77522477503283,"(378, 317)","(455, 264)","(448, 502)",push_ups.mp4
15:44:32,"[[[ 0.20000723  0.58485675]
  [ 0.18923032  0.54750204]
  [ 0.19512726  0.5481374 ]
  [ 0.20790616  0.4995021 ]
  [ 0.214491    0.5004807 ]
  [ 0.2781332   0.45759714]
  [ 0.29869953  0.4825866 ]
  [ 0.35520285  0.3598539 ]
  [ 0.37218994  0.5487668 ]
  [ 0.22864427  0.6374936 ]
  [ 0.3627563   0.691748  ]
  [ 0.62533134  0.46564612]
  [ 0.6221488   0.47699174]
  [ 0.8939889   0.56314975]
  [ 0.86722547  0.6111053 ]
  [ 0.96324605  0.530176  ]
  [-1.         -1.        ]]]",[[0.18923032 0.3598539  0.96324605 0.691748  ]],['person'],2.5,115,up,53.77522477503283,"(356, 329)","(454, 259)",,push_ups.mp4
15:44:32,"[[[ 0.19863105  0.5567022 ]
  [ 0.18969041  0.5207091 ]
  [ 0.19906773  0.52047974]
  [ 0.21702662  0.47140297]
  [ 0.22272336  0.47171587]
  [ 0.2999124   0.40387845]
  [ 0.29110777  0.45270258]
  [ 0.3543332   0.35560593]
  [ 0.3608898   0.55484354]
  [ 0.24547943  0.6220247 ]
  [ 0.35395268  0.6997339 ]
  [ 0.63391006  0.4437699 ]
  [ 0.6208842   0.46908587]
  [ 0.9021246   0.5260692 ]
  [ 0.86265016  0.59715337]
  [ 0.9734645   0.5285486 ]
  [-1.         -1.        ]]]",[[0.18969041 0.35560593 0.9734645  0.6997339 ]],['person'],2.5,116,up,53.77522477503283,"(383, 290)","(453, 256)",,push_ups.mp4
